,Unnamed: 0,Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Clim_ID,Year,Month,Date
85316,85316,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,0.0,0.0,,402.9,0.0,,,20.0,,,,,,1108446,1954,11,1954-11-01
85317,85317,VANCOUVER INT'L A,49.195,-123.182,BC,8.8,0.0,2.4,15.0,0.0,-3.9,0.0,0.0,0.0,0.0,282.0,0.0,149.0,,18.0,53.5,0.0,89.0,277.1,0.0,1108447,1954,11,1954-11-01
85435,85435,SAANICHTON CDA,48.698,-123.594,BC,4.6,0.0,0.1,10.0,0.0,-2.2,0.0,0.0,0.0,0.0,101.6,0.0,72.0,,14.0,49.9,0.0,104.0,415.6,0.0,1016940,1954,12,1954-12-01
85440,85440,VICTORIA GONZALES HTS,48.417,-123.317,BC,5.9,0.0,,10.0,0.0,-0.6,0.0,0.0,0.0,,70.7,0.0,,,10.0,70.1,0.0,,376.4,0.0,1018610,1954,12,1954-12-01
85441,85441,VICTORIA INT'L A,48.647,-123.426,BC,4.9,0.0,0.9,11.1,0.0,-3.9,0.0,0.0,0.0,0.0,115.8,0.0,81.0,,11.0,,,,406.2,0.0,1018620,1954,12,1954-12-01
85530,85530,PRINCE GEORGE A,53.891,-122.679,BC,-4.5,0.0,2.7,7.8,0.0,-31.1,0.0,63.7,0.0,134.0,71.2,0.0,162.0,,13.0,43.5,0.0,100.0,697.3,0.0,1096450,1954,12,1954-12-01
85561,85561,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,0.0,0.0,,223.8,0.0,,,21.0,,,,,,1108446,1954,12,1954-12-01
85562,85562,VANCOUVER INT'L A,49.195,-123.182,BC,4.8,0.0,1.2,11.1,0.0,-5.6,0.0,0.0,0.0,0.0,135.1,0.0,83.0,,16.0,37.0,0.0,66.0,409.8,0.0,1108447,1954,12,1954-12-01
85679,85679,SAANICHTON CDA,48.698,-123.594,BC,5.1,0.0,-0.2,12.2,0.0,-2.8,0.0,0.0,0.0,0.0,144.6,0.0,161.0,,14.0,81.8,0.0,98.0,361.1,0.0,1016940,1954,2,1954-02-01
85684,85684,VICTORIA GONZALES HTS,48.417,-123.317,BC,6.2,0.0,,11.7,0.0,0.0,0.0,0.3,0.0,,121.0,0.0,,,14.0,71.0,0.0,,331.0,0.0,1018610,1954,2,1954-02-01
85685,85685,VICTORIA INT'L A,48.647,-123.426,BC,5.5,0.0,0.5,13.3,0.0,-3.3,0.0,2.0,0.0,32.0,167.5,0.0,188.0,,15.0,,,,348.7,0.0,1018620,1954,2,1954-02-01
85774,85774,PRINCE GEORGE A,53.891,-122.679,BC,-3.6,0.0,1.4,12.8,0.0,-32.2,0.0,57.8,0.0,205.0,63.6,0.0,216.0,,10.0,44.2,0.0,53.0,604.5,0.0,1096450,1954,2,1954-02-01
85804,85804,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,8.1,0.0,,197.5,0.0,,,14.0,,,,,,1108446,1954,2,1954-02-01
85805,85805,VANCOUVER INT'L A,49.195,-123.182,BC,5.1,0.0,0.2,13.9,0.0,-3.9,0.0,0.0,0.0,0.0,107.3,0.0,103.0,,13.0,70.6,0.0,78.0,360.4,0.0,1108447,1954,2,1954-02-01
85917,85917,SAANICHTON CDA,48.698,-123.594,BC,4.7,0.0,-2.4,14.4,0.0,-1.7,0.0,0.0,0.0,0.0,29.5,0.0,37.0,,5.0,185.6,0.0,143.0,413.1,0.0,1016940,1954,3,1954-03-01
85922,85922,VICTORIA GONZALES HTS,48.417,-123.317,BC,5.9,0.0,,14.4,0.0,-1.1,0.0,0.3,0.0,,13.4,0.0,,,5.0,200.2,0.0,,374.8,0.0,1018610,1954,3,1954-03-01
85923,85923,VICTORIA INT'L A,48.647,-123.426,BC,4.6,0.0,-2.2,15.6,0.0,-3.9,0.0,3.0,0.0,88.0,43.2,0.0,55.0,,7.0,,,,416.1,0.0,1018620,1954,3,1954-03-01
86012,86012,PRINCE GEORGE A,53.891,-122.679,BC,-4.1,0.0,-3.9,11.7,0.0,-22.2,0.0,13.0,0.0,63.0,14.3,0.0,48.0,,7.0,171.5,0.0,112.0,684.7,0.0,1096450,1954,3,1954-03-01
86042,86042,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,0.5,0.0,,63.5,0.0,,,7.0,,,,,,1108446,1954,3,1954-03-01
86043,86043,VANCOUVER INT'L A,49.195,-123.182,BC,4.5,0.0,-2.4,13.9,0.0,-4.4,0.0,0.5,0.0,22.0,45.8,0.0,40.0,,5.0,177.7,0.0,132.0,417.6,0.0,1108447,1954,3,1954-03-01
86157,86157,SAANICHTON CDA,48.698,-123.594,BC,6.8,0.0,-2.5,14.4,0.0,0.0,0.0,0.0,0.0,,51.0,0.0,99.0,,13.0,172.3,0.0,102.0,336.5,0.0,1016940,1954,4,1954-04-01
86162,86162,VICTORIA GONZALES HTS,48.417,-123.317,BC,8.1,0.0,,15.6,0.0,1.7,0.0,0.0,0.0,,30.6,0.0,,,8.0,204.4,0.0,,297.6,0.0,1018610,1954,4,1954-04-01
86163,86163,VICTORIA INT'L A,48.647,-123.426,BC,7.3,0.0,-1.7,15.6,0.0,-0.6,0.0,0.0,0.0,0.0,53.4,0.0,111.0,,10.0,,,,321.7,0.0,1018620,1954,4,1954-04-01
86251,86251,PRINCE GEORGE A,53.891,-122.679,BC,-1.6,0.0,-6.6,12.2,0.0,-25.6,0.0,19.3,0.0,260.0,22.6,0.0,63.0,,9.0,167.3,0.0,82.0,588.0,0.0,1096450,1954,4,1954-04-01
86281,86281,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,0.0,0.0,,96.3,0.0,,,12.0,,,,,,1108446,1954,4,1954-04-01
86282,86282,VANCOUVER INT'L A,49.195,-123.182,BC,7.7,0.0,-1.7,13.3,0.0,-0.6,0.0,0.0,0.0,0.0,53.9,0.0,61.0,,8.0,171.9,0.0,93.0,308.5,0.0,1108447,1954,4,1954-04-01
86398,86398,SAANICHTON CDA,48.698,-123.594,BC,12.0,0.0,-0.2,22.2,0.0,1.1,0.0,0.0,0.0,,8.9,0.0,21.0,,3.0,257.8,0.0,115.0,186.0,0.0,1016940,1954,5,1954-05-01
86403,86403,VICTORIA GONZALES HTS,48.417,-123.317,BC,12.3,0.0,,22.2,0.0,2.2,0.0,0.0,0.0,,5.2,0.0,,,1.0,271.4,0.0,,177.8,0.0,1018610,1954,5,1954-05-01
86404,86404,VICTORIA INT'L A,48.647,-123.426,BC,12.2,0.0,0.1,23.3,0.0,-1.1,0.0,0.0,0.0,,9.3,0.0,25.0,,3.0,,,,179.0,0.0,1018620,1954,5,1954-05-01
86492,86492,PRINCE GEORGE A,53.891,-122.679,BC,9.4,0.0,-0.7,23.3,0.0,-8.3,0.0,0.0,0.0,0.0,52.7,0.0,107.0,,8.0,213.8,0.0,86.0,268.1,0.0,1096450,1954,5,1954-05-01
86523,86523,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,0.0,0.0,,58.3,0.0,,,8.0,,,,,,1108446,1954,5,1954-05-01
86524,86524,VANCOUVER INT'L A,49.195,-123.182,BC,12.6,0.0,-0.2,22.8,0.0,0.6,0.0,0.0,0.0,,31.0,0.0,48.0,,5.0,251.3,0.0,113.0,168.7,0.0,1108447,1954,5,1954-05-01
86639,86639,SAANICHTON CDA,48.698,-123.594,BC,12.6,0.0,-2.3,22.8,0.0,4.4,0.0,0.0,0.0,,36.9,0.0,106.0,,7.0,194.0,0.0,84.0,160.7,0.0,1016940,1954,6,1954-06-01
86644,86644,VICTORIA GONZALES HTS,48.417,-123.317,BC,13.0,0.0,,22.8,0.0,6.7,0.0,0.0,0.0,,21.2,0.0,,,6.0,213.6,0.0,,149.8,0.0,1018610,1954,6,1954-06-01
86645,86645,VICTORIA INT'L A,48.647,-123.426,BC,13.3,0.0,-1.6,23.9,0.0,4.4,0.0,0.0,0.0,,37.7,0.0,123.0,,7.0,,,,142.3,0.0,1018620,1954,6,1954-06-01
86733,86733,PRINCE GEORGE A,53.891,-122.679,BC,11.9,0.0,-1.8,26.7,0.0,-0.6,0.0,0.0,0.0,,95.6,0.0,146.0,,14.0,185.2,0.0,74.0,183.0,0.1,1096450,1954,6,1954-06-01
86764,86764,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,0.0,0.0,,76.4,0.0,,,13.0,,,,,,1108446,1954,6,1954-06-01
86765,86765,VANCOUVER INT'L A,49.195,-123.182,BC,13.6,0.0,-2.0,22.2,0.0,6.7,0.0,0.0,0.0,,54.6,0.0,101.0,,10.0,189.0,0.0,83.0,130.9,0.0,1108447,1954,6,1954-06-01
86878,86878,SAANICHTON CDA,48.698,-123.594,BC,14.4,0.0,-2.6,23.3,0.0,6.7,0.0,0.0,0.0,,15.6,0.0,76.0,,3.0,279.4,0.0,97.0,111.2,0.0,1016940,1954,7,1954-07-01
86883,86883,VICTORIA GONZALES HTS,48.417,-123.317,BC,14.1,0.0,,21.1,0.0,8.3,0.0,0.0,0.0,,10.2,0.0,,,3.0,277.0,0.0,,119.7,0.0,1018610,1954,7,1954-07-01
86884,86884,VICTORIA INT'L A,48.647,-123.426,BC,14.9,0.0,-2.0,23.3,0.0,8.3,0.0,0.0,0.0,,19.9,0.0,111.0,,4.0,,,,96.8,0.0,1018620,1954,7,1954-07-01
86974,86974,PRINCE GEORGE A,53.891,-122.679,BC,13.2,0.0,-2.6,28.3,0.0,2.2,0.0,0.0,0.0,0.0,81.8,0.0,132.0,,13.0,248.9,0.0,87.0,150.4,0.7,1096450,1954,7,1954-07-01
87005,87005,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,0.0,0.0,,57.6,0.0,,,7.0,,,,,,1108446,1954,7,1954-07-01
87006,87006,VANCOUVER INT'L A,49.195,-123.182,BC,15.6,0.0,-2.3,22.8,0.0,7.8,0.0,0.0,0.0,,26.2,0.0,74.0,,4.0,272.6,0.0,94.0,74.0,0.1,1108447,1954,7,1954-07-01
87119,87119,SAANICHTON CDA,48.698,-123.594,BC,15.1,0.0,-2.1,23.3,0.0,8.9,0.0,0.0,0.0,,57.0,0.0,215.0,,8.0,199.4,0.0,75.0,91.0,0.0,1016940,1954,8,1954-08-01
87124,87124,VICTORIA GONZALES HTS,48.417,-123.317,BC,14.4,0.0,,22.2,0.0,9.4,0.0,0.0,0.0,,51.9,0.0,,,6.0,213.6,0.0,,112.1,0.0,1018610,1954,8,1954-08-01
87125,87125,VICTORIA INT'L A,48.647,-123.426,BC,15.1,0.0,-1.7,23.9,0.0,8.3,0.0,0.0,0.0,,51.7,0.0,217.0,,7.0,,,,89.7,0.0,1018620,1954,8,1954-08-01
87215,87215,PRINCE GEORGE A,53.891,-122.679,BC,13.6,0.0,-1.4,25.0,0.0,2.8,0.0,0.0,0.0,,79.6,0.0,155.0,,14.0,224.9,0.0,86.0,137.7,0.0,1096450,1954,8,1954-08-01
87246,87246,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,0.0,0.0,,115.7,0.0,,,10.0,,,,,,1108446,1954,8,1954-08-01
87247,87247,VANCOUVER INT'L A,49.195,-123.182,BC,16.1,0.0,-1.9,24.4,0.0,8.9,0.0,0.0,0.0,,73.6,0.0,200.0,,9.0,165.6,0.0,60.0,59.9,2.0,1108447,1954,8,1954-08-01
87362,87362,SAANICHTON CDA,48.698,-123.594,BC,13.8,0.0,-0.8,21.1,0.0,5.0,0.0,0.0,0.0,,30.7,0.0,104.0,,7.0,154.2,0.0,74.0,125.9,0.0,1016940,1954,9,1954-09-01
87367,87367,VICTORIA GONZALES HTS,48.417,-123.317,BC,14.0,0.0,,21.1,0.0,7.2,0.0,0.0,0.0,,15.0,0.0,,,2.0,182.0,0.0,,121.4,0.0,1018610,1954,9,1954-09-01
87368,87368,VICTORIA INT'L A,48.647,-123.426,BC,13.8,0.0,-0.3,22.2,0.0,3.3,0.0,0.0,0.0,,44.1,0.0,142.0,,8.0,,,,125.2,0.0,1018620,1954,9,1954-09-01
87460,87460,PRINCE GEORGE A,53.891,-122.679,BC,9.9,0.0,-0.5,22.2,0.0,-8.3,0.0,0.0,0.0,0.0,78.5,0.0,139.0,,12.0,147.1,0.0,83.0,242.7,0.0,1096450,1954,9,1954-09-01
87491,87491,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,0.0,0.0,,110.4,0.0,,,13.0,,,,,,1108446,1954,9,1954-09-01
87492,87492,VANCOUVER INT'L A,49.195,-123.182,BC,14.3,0.0,-0.6,21.1,0.0,2.8,0.0,0.0,0.0,,47.2,0.0,93.0,,10.0,124.1,0.0,58.0,111.1,0.0,1108447,1954,9,1954-09-01
87606,87606,SAANICHTON CDA,48.698,-123.594,BC,3.8,0.0,-1.0,8.9,0.0,-1.1,0.0,0.0,0.0,0.0,54.0,0.0,37.0,,15.0,46.4,0.0,77.0,439.7,0.0,1016940,1955,1,1955-01-01
87611,87611,VICTORIA GONZALES HTS,48.417,-123.317,BC,5.0,0.0,,9.4,0.0,0.0,0.0,0.0,0.0,,51.2,0.0,,0.0,13.0,54.7,0.0,,402.5,0.0,1018610,1955,1,1955-01-01
87612,87612,VICTORIA INT'L A,48.647,-123.426,BC,4.3,0.0,-0.3,9.4,0.0,-1.7,0.0,0.6,0.0,6.0,63.6,0.0,44.0,0.0,15.0,,,,425.0,0.0,1018620,1955,1,1955-01-01
87702,87702,PRINCE GEORGE A,53.891,-122.679,BC,-7.7,0.0,0.2,3.3,0.0,-33.3,0.0,64.2,0.0,117.0,67.4,0.0,127.0,28.0,15.0,26.1,0.0,53.0,795.4,0.0,1096450,1955,1,1955-01-01
87734,87734,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,0.5,0.0,,137.1,0.0,,,20.0,,,,,,1108446,1955,1,1955-01-01
87735,87735,VANCOUVER INT'L A,49.195,-123.182,BC,3.6,0.0,-0.5,8.3,0.0,-5.0,0.0,0.6,0.0,5.0,86.0,0.0,51.0,0.0,19.0,23.9,0.0,40.0,446.7,0.0,1108447,1955,1,1955-01-01
87849,87849,SAANICHTON CDA,48.698,-123.594,BC,9.2,0.0,-1.1,16.1,0.0,0.6,0.0,0.0,0.0,0.0,106.9,0.0,115.0,,13.0,118.9,0.0,99.0,273.3,0.0,1016940,1955,10,1955-10-01
87854,87854,VICTORIA GONZALES HTS,48.417,-123.317,BC,10.2,0.0,,18.3,0.0,4.4,0.0,0.0,0.0,,96.9,0.0,,0.0,14.0,140.2,0.0,,240.3,0.0,1018610,1955,10,1955-10-01
87855,87855,VICTORIA INT'L A,48.647,-123.426,BC,9.6,0.0,-0.3,17.8,0.0,-0.6,0.0,0.0,0.0,0.0,113.8,0.0,129.0,0.0,14.0,,,,259.7,0.0,1018620,1955,10,1955-10-01
87950,87950,PRINCE GEORGE A,53.891,-122.679,BC,3.7,0.0,-0.7,19.4,0.0,-11.1,0.0,9.2,0.0,116.0,63.7,0.0,101.0,2.0,10.0,95.0,0.0,88.0,441.8,0.0,1096450,1955,10,1955-10-01
87988,87988,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,0.0,0.0,,171.4,0.0,,,14.0,,,,,,1108446,1955,10,1955-10-01
87989,87989,VANCOUVER INT'L A,49.195,-123.182,BC,9.7,0.0,-0.6,17.2,0.0,1.1,0.0,0.0,0.0,0.0,127.0,0.0,105.0,0.0,16.0,95.3,0.0,79.0,257.5,0.0,1108447,1955,10,1955-10-01
88111,88111,SAANICHTON CDA,48.698,-123.594,BC,2.7,0.0,-3.9,15.0,0.0,-12.2,0.0,16.5,0.0,######,243.3,0.0,156.0,,19.0,75.8,0.0,115.0,459.7,0.0,1016940,1955,11,1955-11-01
88117,88117,VICTORIA GONZALES HTS,48.417,-123.317,BC,3.8,0.0,,13.3,0.0,-11.1,0.0,11.0,0.0,,187.5,0.0,,0.0,19.0,81.0,0.0,,424.7,0.0,1018610,1955,11,1955-11-01
88118,88118,VICTORIA INT'L A,48.647,-123.426,BC,3.4,0.0,-2.9,16.7,0.0,-13.3,0.0,14.7,0.0,311.0,266.9,0.0,175.0,0.0,18.0,,,,436.7,0.0,1018620,1955,11,1955-11-01
88211,88211,PRINCE GEORGE A,53.891,-122.679,BC,-13.3,0.0,-10.8,11.7,0.0,-41.7,0.0,78.4,0.0,217.0,80.4,0.0,145.0,38.0,18.0,80.7,0.0,158.0,938.7,0.0,1096450,1955,11,1955-11-01
88249,88249,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,12.7,0.0,,332.4,0.0,,,19.0,,,,,,1108446,1955,11,1955-11-01
88250,88250,VANCOUVER INT'L A,49.195,-123.182,BC,3.0,0.0,-3.3,12.8,0.0,-12.2,0.0,15.2,0.0,478.0,240.1,0.0,127.0,0.0,18.0,69.6,0.0,115.0,449.9,0.0,1108447,1955,11,1955-11-01
88367,88367,SAANICHTON CDA,48.698,-123.594,BC,2.3,0.0,-2.1,7.8,0.0,-4.4,0.0,29.2,0.0,437.0,179.4,0.0,127.0,,15.0,50.0,0.0,104.0,485.6,0.0,1016940,1955,12,1955-12-01
88373,88373,VICTORIA GONZALES HTS,48.417,-123.317,BC,3.5,0.0,,9.4,0.0,-4.4,0.0,20.1,0.0,,135.3,0.0,,0.0,14.0,50.4,0.0,,450.6,0.0,1018610,1955,12,1955-12-01
88374,88374,VICTORIA INT'L A,48.647,-123.426,BC,2.6,0.0,-1.5,8.9,0.0,-4.4,0.0,30.0,0.0,219.0,182.9,0.0,128.0,0.0,16.0,,,,478.3,0.0,1018620,1955,12,1955-12-01
88467,88467,PRINCE GEORGE A,53.891,-122.679,BC,-15.9,0.0,-8.7,2.8,0.0,-43.3,0.0,63.0,0.0,132.0,63.0,0.0,144.0,47.0,10.0,43.9,0.0,101.0,1049.5,0.0,1096450,1955,12,1955-12-01
88506,88506,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,10.5,0.0,,178.5,0.0,,,17.0,,,,,,1108446,1955,12,1955-12-01
88507,88507,VANCOUVER INT'L A,49.195,-123.182,BC,2.2,0.0,-1.4,10.0,0.0,-7.2,0.0,16.0,0.0,108.0,146.9,0.0,91.0,0.0,16.0,63.0,0.0,112.0,489.6,0.0,1108447,1955,12,1955-12-01
88624,88624,SAANICHTON CDA,48.698,-123.594,BC,2.8,0.0,-2.5,9.4,0.0,-4.4,0.0,6.3,0.0,152.0,93.1,0.0,104.0,,12.0,84.9,0.0,102.0,424.7,0.0,1016940,1955,2,1955-02-01
88629,88629,VICTORIA GONZALES HTS,48.417,-123.317,BC,4.2,0.0,,9.4,0.0,-5.0,0.0,9.9,0.0,,116.9,0.0,,0.0,11.0,83.6,0.0,,386.6,0.0,1018610,1955,2,1955-02-01
88630,88630,VICTORIA INT'L A,48.647,-123.426,BC,3.2,0.0,-1.9,11.1,0.0,-5.6,0.0,16.5,0.0,261.0,98.6,0.0,110.0,0.0,11.0,,,,414.3,0.0,1018620,1955,2,1955-02-01
88720,88720,PRINCE GEORGE A,53.891,-122.679,BC,-7.2,0.0,-2.2,6.1,0.0,-38.3,0.0,48.7,0.0,173.0,49.7,0.0,169.0,47.0,12.0,99.3,0.0,118.0,706.4,0.0,1096450,1955,2,1955-02-01
88752,88752,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,24.9,0.0,,99.7,0.0,,,13.0,,,,,,1108446,1955,2,1955-02-01
88753,88753,VANCOUVER INT'L A,49.195,-123.182,BC,3.0,0.0,-1.9,10.0,0.0,-7.8,0.0,19.1,0.0,303.0,77.0,0.0,74.0,3.0,10.0,107.0,0.0,118.0,420.3,0.0,1108447,1955,2,1955-02-01
88868,88868,SAANICHTON CDA,48.698,-123.594,BC,3.0,0.0,-4.0,11.1,0.0,-8.9,0.0,6.1,0.0,321.0,67.4,0.0,85.0,,14.0,135.6,0.0,105.0,463.6,0.0,1016940,1955,3,1955-03-01
88873,88873,VICTORIA GONZALES HTS,48.417,-123.317,BC,4.0,0.0,,12.8,0.0,-7.2,0.0,23.8,0.0,,74.0,0.0,,0.0,15.0,126.8,0.0,,432.8,0.0,1018610,1955,3,1955-03-01
88874,88874,VICTORIA INT'L A,48.647,-123.426,BC,3.7,0.0,-3.1,11.7,0.0,-7.2,0.0,9.8,0.0,287.0,73.9,0.0,94.0,0.0,13.0,,,,443.7,0.0,1018620,1955,3,1955-03-01
88963,88963,PRINCE GEORGE A,53.891,-122.679,BC,-8.1,0.0,-7.9,9.4,0.0,-37.8,0.0,61.8,0.0,298.0,67.0,0.0,226.0,39.0,15.0,136.4,0.0,89.0,809.6,0.0,1096450,1955,3,1955-03-01
88995,88995,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,19.9,0.0,,181.8,0.0,,,15.0,,,,,,1108446,1955,3,1955-03-01
88996,88996,VANCOUVER INT'L A,49.195,-123.182,BC,3.6,0.0,-3.3,12.2,0.0,-9.4,0.0,2.9,0.0,126.0,88.4,0.0,78.0,0.0,11.0,123.2,0.0,91.0,447.4,0.0,1108447,1955,3,1955-03-01
89112,89112,SAANICHTON CDA,48.698,-123.594,BC,6.4,0.0,-2.8,16.1,0.0,0.0,0.0,2.5,0.0,,34.1,0.0,66.0,,8.0,205.2,0.0,121.0,347.3,0.0,1016940,1955,4,1955-04-01
89117,89117,VICTORIA GONZALES HTS,48.417,-123.317,BC,7.5,0.0,,15.6,0.0,0.6,0.0,7.4,0.0,,27.9,0.0,,0.0,7.0,232.8,0.0,,313.6,0.0,1018610,1955,4,1955-04-01
89118,89118,VICTORIA INT'L A,48.647,-123.426,BC,7.0,0.0,-2.0,17.8,0.0,0.0,0.0,7.1,0.0,######,47.0,0.0,98.0,0.0,11.0,,,,330.6,0.0,1018620,1955,4,1955-04-01
89209,89209,PRINCE GEORGE A,53.891,-122.679,BC,2.5,0.0,-2.5,13.3,0.0,-8.3,0.0,11.2,0.0,151.0,23.7,0.0,66.0,0.0,7.0,173.0,0.0,85.0,463.6,0.0,1096450,1955,4,1955-04-01
89241,89241,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,0.0,0.0,,111.8,0.0,,,14.0,,,,,,1108446,1955,4,1955-04-01
89242,89242,VANCOUVER INT'L A,49.195,-123.182,BC,7.5,0.0,-1.8,17.2,0.0,-1.1,0.0,2.3,0.0,697.0,62.1,0.0,70.0,0.0,11.0,235.4,0.0,127.0,313.6,0.0,1108447,1955,4,1955-04-01
89358,89358,SAANICHTON CDA,48.698,-123.594,BC,9.4,0.0,-2.8,17.8,0.0,1.1,0.0,0.0,0.0,,18.5,0.0,45.0,,7.0,219.3,0.0,98.0,266.2,0.0,1016940,1955,5,1955-05-01
89363,89363,VICTORIA GONZALES HTS,48.417,-123.317,BC,10.1,0.0,,16.7,0.0,4.4,0.0,0.0,0.0,,20.5,0.0,,0.0,8.0,250.6,0.0,,246.4,0.0,1018610,1955,5,1955-05-01
89364,89364,VICTORIA INT'L A,48.647,-123.426,BC,10.0,0.0,-2.0,17.2,0.0,1.7,0.0,0.0,0.0,,22.9,0.0,61.0,0.0,9.0,,,,246.7,0.0,1018620,1955,5,1955-05-01
89456,89456,PRINCE GEORGE A,53.891,-122.679,BC,6.9,0.0,-3.2,23.9,0.0,-5.0,0.0,1.8,0.0,93.0,58.5,0.0,119.0,0.0,11.0,220.5,0.0,89.0,345.0,0.0,1096450,1955,5,1955-05-01
89488,89488,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,0.0,0.0,,81.8,0.0,,,12.0,,,,,,1108446,1955,5,1955-05-01
89489,89489,VANCOUVER INT'L A,49.195,-123.182,BC,10.6,0.0,-2.2,19.4,0.0,2.8,0.0,0.0,0.0,,50.7,0.0,78.0,0.0,10.0,200.5,0.0,90.0,230.6,0.0,1108447,1955,5,1955-05-01
89605,89605,SAANICHTON CDA,48.698,-123.594,BC,13.5,0.0,-1.5,30.6,0.0,5.6,0.0,0.0,0.0,,69.1,0.0,199.0,,9.0,198.8,0.0,86.0,141.9,6.0,1016940,1955,6,1955-06-01
89610,89610,VICTORIA GONZALES HTS,48.417,-123.317,BC,13.3,0.0,,31.1,0.0,6.7,0.0,0.0,0.0,,50.5,0.0,,0.0,9.0,217.0,0.0,,150.5,8.2,1018610,1955,6,1955-06-01
89611,89611,VICTORIA INT'L A,48.647,-123.426,BC,13.7,0.0,-1.1,31.1,0.0,6.1,0.0,0.0,1.0,,76.6,0.0,251.0,0.0,11.0,,,,132.5,4.4,1018620,1955,6,1955-06-01
89701,89701,PRINCE GEORGE A,53.891,-122.679,BC,12.5,0.0,-1.2,31.1,0.0,-2.2,0.0,0.0,0.0,,81.6,0.0,125.0,0.0,12.0,248.1,0.0,99.0,167.3,2.8,1096450,1955,6,1955-06-01
89733,89733,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,0.0,0.0,,74.5,0.0,,,9.0,,,,,,1108446,1955,6,1955-06-01
89734,89734,VANCOUVER INT'L A,49.195,-123.182,BC,14.1,0.0,-1.6,27.2,0.0,6.7,0.0,0.0,0.0,,75.6,0.0,141.0,0.0,8.0,197.3,0.0,87.0,119.5,1.5,1108447,1955,6,1955-06-01
89849,89849,SAANICHTON CDA,48.698,-123.594,BC,14.4,0.0,-2.6,25.6,0.0,7.8,0.0,0.0,0.0,,40.7,0.0,199.0,,8.0,226.7,0.0,78.0,112.4,0.4,1016940,1955,7,1955-07-01
89854,89854,VICTORIA GONZALES HTS,48.417,-123.317,BC,13.7,0.0,,20.6,0.0,8.3,0.0,0.0,0.0,,33.4,0.0,,0.0,7.0,261.4,0.0,,132.5,0.0,1018610,1955,7,1955-07-01
89855,89855,VICTORIA INT'L A,48.647,-123.426,BC,14.4,0.0,-2.4,25.0,0.0,7.8,0.0,0.0,0.0,,37.6,0.0,210.0,0.0,7.0,,,,110.3,0.0,1018620,1955,7,1955-07-01
89946,89946,PRINCE GEORGE A,53.891,-122.679,BC,14.6,0.0,-1.2,28.3,0.0,2.8,0.0,0.0,0.0,0.0,78.8,0.0,127.0,0.0,11.0,237.7,0.0,83.0,109.9,4.6,1096450,1955,7,1955-07-01
89984,89984,VANCOUVER HARBOUR CS,49.296,-123.122,BC,,,,,,,,0.0,0.0,,75.5,0.0,,,8.0,,,,,,1108446,1955,7,1955-07-01
89985,89985,VANCOUVER INT'L A,49.195,-123.182,BC,15.7,0.0,-2.2,25.6,0.0,8.9,0.0,0.0,0.0,,47.8,0.0,134.0,0.0,8.0,237.2,0.0,82.0,72.7,2.8,1108447,1955,7,1955-07-01
90107,90107,SAANICHTON CDA,48.698,-123.594,BC,15.5,0.0,-1.6,27.8,0.0,5.6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,345.1,0.0,130.0,79.3,3.0,1016940,1955,8,1955-08-01
90112,90112,VICTORIA GONZALES HTS,48.417,-123.317,BC,15.4,0.0,,28.9,0.0,9.4,0.0,0.0,0.0,,0.8,0.0,,0.0,0.0,368.8,0.0,,86.9,4.9,1018610,1955,8,1955-08-01
90113,90113,VICTORIA INT'L A,48.647,-123.426,BC,15.7,0.0,-1.1,29.4,0.0,7.8,0.0,0.0,0.0,,0.5,0.0,2.0,0.0,0.0,,,,74.9,3.5,1018620,1955,8,1955-08-01
90206,90206,PRINCE GEORGE A,53.891,-122.679,BC,11.8,0.0,-3.2,27.2,0.0,0.0,0.0,0.0,0.0,,49.6,0.0,96.0,0.0,10.0,243.1,0.0,93.0,193.7,0.0,1096450,1955,8,1955-08-01
